serie,idade,genero,cor_raca,estado_civil,renda_per_capita,trabalha,acesso_internet,possui_computador,tipo_escola_origem,distorcao_idade_serie,assistencia_pe_de_meia,nota_media,frequencia,media_atividades,taxa_entrega_atividades,reprovacoes,situacao
3,17,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Nao,Publica,Nao,Nao,6.3,90.9,5.6,52.3,1,Em Risco
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Nao,Sim,6.9,82.7,5.2,40.0,0,Aprovado
1,15,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,5.3,78.8,4.8,62.0,2,Em Risco
1,18,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Publica,Sim,Sim,8.6,93.7,8.1,83.7,1,Aprovado
1,15,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Nao,Nao,Publica,Nao,Sim,5.7,90.6,5.9,83.7,1,Em Risco
2,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Nao,Nao,8.3,82.5,8.5,67.6,0,Aprovado
1,16,Masculino,Parda,Outro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,4.3,95.9,4.2,78.1,1,Reprovado
3,21,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Sim,Sim,4.8,82.0,5.2,57.3,1,Em Risco
2,19,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Sim,Nao,7.3,92.0,6.6,65.1,1,Aprovado
1,15,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Nao,Sim,Publica,Nao,Nao,6.3,91.0,5.1,60.0,0,Em Risco
2,16,Masculino,Parda,Solteiro,Acima de 1 SM,Sim,Sim,Sim,Privada,Nao,Nao,5.3,76.2,5.1,41.9,1,Reprovado
2,16,Masculino,Branca,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Privada,Nao,Nao,4.2,71.5,1.8,23.5,0,Reprovado
1,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Sim,6.4,83.4,5.8,66.1,1,Em Risco
1,15,Feminino,Branca,Solteiro,"Ate 0,5 SM",Sim,Sim,Sim,Publica,Nao,Sim,7.2,83.7,8.0,77.3,0,Aprovado
1,15,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,6.3,86.1,6.2,64.8,1,Em Risco
3,17,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,9.4,95.8,8.4,91.0,0,Aprovado
2,17,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,5.0,81.7,4.4,82.2,0,Em Risco
2,18,Masculino,Branca,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Sim,5.4,82.2,4.9,52.9,1,Reprovado
3,18,Feminino,Parda,Solteiro,"0,5-1 SM",Sim,Sim,Sim,Publica,Nao,Nao,4.6,78.0,5.5,54.3,1,Reprovado
3,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Nao,Sim,5.6,82.0,6.9,92.7,1,Em Risco
2,19,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Sim,7.1,86.4,7.4,68.6,1,Em Risco
3,17,Feminino,Branca,Solteiro,"Ate 0,5 SM",Sim,Sim,Sim,Publica,Nao,Nao,3.9,76.8,4.1,58.9,0,Reprovado
1,15,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,7.3,88.8,5.0,34.1,0,Aprovado
1,15,Masculino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,8.4,87.5,7.6,62.5,0,Aprovado
1,15,Masculino,Preta,Solteiro,Acima de 1 SM,Sim,Sim,Sim,Publica,Nao,Nao,7.6,88.4,6.5,48.9,0,Aprovado
1,15,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.0,90.3,5.2,72.0,0,Aprovado
2,16,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Nao,Publica,Nao,Nao,6.0,87.5,4.9,59.8,1,Em Risco
3,17,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,5.6,82.0,7.2,72.6,0,Em Risco
1,15,Masculino,Branca,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,4.1,67.9,4.1,58.4,0,Reprovado
1,17,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Privada,Sim,Nao,6.1,76.8,6.0,71.0,1,Reprovado
2,18,Feminino,Preta,Solteiro,"Ate 0,5 SM",Sim,Sim,Sim,Publica,Sim,Sim,5.3,81.8,3.9,60.4,1,Reprovado
3,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Privada,Nao,Sim,6.0,85.6,5.7,61.4,0,Em Risco
1,17,Feminino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Privada,Sim,Sim,6.4,88.5,5.8,73.6,1,Aprovado
2,17,Masculino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Nao,Privada,Nao,Nao,6.9,91.9,5.9,61.4,2,Aprovado
1,15,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Privada,Nao,Nao,5.8,79.1,5.1,51.8,0,Em Risco
1,15,Feminino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,8.5,83.9,7.0,79.6,1,Aprovado
3,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Nao,Sim,7.5,94.6,5.0,49.7,0,Aprovado
3,17,Feminino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,9.2,93.9,8.9,93.9,0,Aprovado
1,17,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Sim,Nao,5.8,80.1,5.0,38.3,1,Em Risco
3,17,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,7.5,79.5,6.0,61.3,1,Aprovado
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,5.3,82.5,6.1,61.6,2,Em Risco
3,17,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,6.9,82.8,4.5,52.6,0,Aprovado
2,16,Masculino,Parda,Casado/Uniao,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,5.7,84.7,5.9,52.7,0,Em Risco
2,16,Feminino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,5.1,73.8,6.1,63.4,0,Em Risco
2,19,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Publica,Sim,Sim,6.2,83.1,7.9,94.0,1,Aprovado
2,20,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Nao,Sim,Publica,Sim,Sim,5.2,80.2,2.6,39.1,1,Reprovado
1,20,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Sim,8.5,100.0,5.6,62.0,1,Aprovado
1,15,Feminino,Preta,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,7.6,86.6,7.9,86.6,0,Aprovado
1,17,Masculino,Preta,Solteiro,"0,5-1 SM",Sim,Sim,Sim,Publica,Sim,Nao,7.9,90.3,4.3,45.9,1,Aprovado
2,16,Feminino,Preta,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,8.5,87.9,6.7,61.6,0,Aprovado
1,16,Feminino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.5,81.6,6.2,61.1,1,Aprovado
2,18,Masculino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Sim,Nao,5.9,76.7,4.3,63.9,1,Em Risco
3,18,Masculino,Parda,Solteiro,"0,5-1 SM",Sim,Sim,Sim,Publica,Nao,Nao,4.1,69.2,4.9,54.5,0,Reprovado
1,19,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Sim,Sim,4.8,82.7,3.9,59.8,1,Em Risco
2,21,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Sim,8.8,93.3,8.4,98.4,1,Aprovado
2,16,Feminino,Preta,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,6.1,76.4,6.0,67.7,2,Aprovado
3,17,Masculino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Privada,Nao,Nao,7.6,78.9,7.1,55.0,1,Aprovado
1,16,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Publica,Nao,Sim,4.2,81.6,5.1,74.4,0,Reprovado
2,16,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.0,83.7,6.4,72.4,0,Aprovado
3,17,Feminino,Branca,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,7.9,98.4,7.1,69.3,0,Aprovado
3,17,Feminino,Branca,Solteiro,Acima de 1 SM,Sim,Sim,Sim,Publica,Nao,Nao,4.2,73.3,4.8,61.9,0,Reprovado
2,23,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Privada,Sim,Nao,6.9,88.7,7.4,74.2,1,Aprovado
2,16,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Publica,Nao,Sim,8.5,93.4,8.9,85.2,0,Aprovado
2,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,8.2,94.6,6.2,55.9,0,Aprovado
3,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,5.8,74.0,7.7,71.0,1,Reprovado
2,16,Masculino,Branca,Solteiro,Acima de 1 SM,Sim,Sim,Sim,Publica,Nao,Nao,7.6,80.6,6.8,68.1,0,Em Risco
1,16,Masculino,Parda,Solteiro,"0,5-1 SM",Sim,Sim,Sim,Publica,Nao,Nao,8.2,91.5,4.8,51.9,0,Aprovado
3,17,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Nao,Nao,6.7,88.0,5.2,62.0,1,Em Risco
2,16,Masculino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,8.1,78.3,7.5,64.9,0,Em Risco
2,16,Masculino,Preta,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Privada,Nao,Nao,7.1,82.9,4.9,51.4,1,Aprovado
1,15,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,7.0,97.4,6.4,63.4,0,Aprovado
2,16,Masculino,Preta,Solteiro,Acima de 1 SM,Sim,Sim,Sim,Publica,Nao,Nao,5.7,82.7,3.4,39.3,1,Em Risco
2,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Sim,Publica,Nao,Sim,6.1,93.4,6.0,65.3,1,Em Risco
2,16,Masculino,Branca,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,7.4,83.2,6.3,55.4,0,Aprovado
1,16,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,5.5,75.6,3.6,54.5,0,Reprovado
2,16,Feminino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,6.2,87.8,5.6,62.3,0,Em Risco
3,17,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Nao,Publica,Nao,Nao,7.6,92.7,8.3,74.4,0,Aprovado
1,15,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,9.1,97.2,6.9,95.1,0,Aprovado
3,17,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,3.8,62.0,5.1,83.1,2,Reprovado
2,16,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Nao,Publica,Nao,Nao,9.2,100.0,8.1,74.6,0,Aprovado
3,18,Masculino,Preta,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,5.7,97.5,6.6,80.1,0,Aprovado
3,18,Masculino,Parda,Solteiro,"0,5-1 SM",Sim,Sim,Sim,Publica,Nao,Nao,7.6,78.3,7.8,48.3,0,Reprovado
2,17,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,8.7,99.3,9.5,96.8,0,Aprovado
3,23,Feminino,Parda,Casado/Uniao,"0,5-1 SM",Nao,Sim,Nao,Publica,Sim,Nao,7.9,87.0,8.4,64.7,1,Aprovado
3,17,Masculino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Privada,Nao,Nao,6.2,79.6,6.6,63.2,0,Aprovado
2,16,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,6.2,83.3,5.8,48.1,0,Em Risco
1,15,Masculino,Branca,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,6.7,76.5,5.9,63.0,0,Reprovado
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.0,83.6,5.7,70.0,2,Aprovado
3,17,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,8.2,83.7,7.3,58.7,0,Aprovado
3,19,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Privada,Sim,Nao,5.5,81.5,4.3,42.4,1,Reprovado
3,17,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,4.3,87.4,1.9,38.6,1,Reprovado
2,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,5.6,82.2,5.1,60.0,0,Em Risco
3,17,Feminino,Parda,Solteiro,"0,5-1 SM",Sim,Sim,Nao,Publica,Nao,Nao,3.9,69.9,5.1,54.5,0,Reprovado
1,19,Masculino,Branca,Solteiro,"Ate 0,5 SM",Sim,Nao,Nao,Publica,Sim,Sim,4.9,82.2,4.9,66.9,1,Reprovado
2,16,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,7.3,93.6,6.6,67.8,0,Aprovado
1,15,Masculino,Parda,Outro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,5.6,81.5,5.2,75.5,1,Em Risco
1,15,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,5.9,86.4,5.8,69.1,0,Em Risco
1,15,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Privada,Nao,Nao,6.6,80.4,7.1,63.2,0,Em Risco
2,16,Feminino,Branca,Casado/Uniao,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,7.2,89.3,7.8,79.3,0,Aprovado
2,16,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,7.5,66.0,6.8,43.3,0,Reprovado
2,16,Masculino,Branca,Solteiro,"0,5-1 SM",Sim,Sim,Nao,Publica,Nao,Nao,7.0,90.2,5.1,54.7,0,Aprovado
2,16,Masculino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,9.9,91.8,9.6,87.7,0,Aprovado
1,17,Feminino,Parda,Casado/Uniao,"0,5-1 SM",Nao,Sim,Sim,Publica,Sim,Nao,6.4,80.6,6.3,43.1,1,Aprovado
1,15,Masculino,Parda,Outro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.4,94.4,5.5,66.9,0,Aprovado
1,15,Masculino,Parda,Solteiro,Acima de 1 SM,Sim,Sim,Sim,Privada,Nao,Nao,4.6,64.3,3.2,51.8,1,Reprovado
1,15,Masculino,Parda,Solteiro,"0,5-1 SM",Sim,Sim,Sim,Publica,Nao,Nao,5.9,87.2,4.3,48.1,1,Em Risco
2,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Publica,Nao,Sim,6.4,84.1,5.0,49.0,1,Aprovado
2,18,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Sim,Nao,4.6,83.4,5.3,76.0,1,Reprovado
2,19,Feminino,Parda,Solteiro,Acima de 1 SM,Sim,Sim,Sim,Publica,Sim,Nao,5.3,71.6,6.6,69.5,1,Reprovado
2,16,Masculino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,6.9,73.1,5.6,40.7,0,Reprovado
1,17,Masculino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Sim,Nao,5.8,79.6,4.7,52.2,2,Em Risco
3,17,Feminino,Branca,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,9.4,100.0,10.0,97.9,0,Aprovado
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.1,92.5,6.0,74.0,0,Aprovado
2,16,Feminino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,9.1,90.1,8.7,77.0,0,Aprovado
1,19,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Sim,Nao,8.0,79.8,6.1,50.2,1,Aprovado
1,17,Masculino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Sim,Nao,5.6,76.9,6.7,45.0,1,Reprovado
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.5,88.6,6.6,65.4,1,Aprovado
2,16,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,5.9,83.3,5.0,64.5,0,Em Risco
2,16,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,6.6,93.8,3.9,57.8,0,Em Risco
2,16,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,5.2,74.4,3.9,51.1,2,Em Risco
2,16,Masculino,Parda,Casado/Uniao,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,5.9,80.6,5.4,63.5,0,Em Risco
3,18,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,6.5,92.8,3.4,47.5,0,Em Risco
3,17,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.9,88.3,6.4,67.8,0,Aprovado
3,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.8,88.4,5.5,40.6,0,Aprovado
3,19,Feminino,Parda,Outro,Acima de 1 SM,Nao,Sim,Sim,Publica,Sim,Nao,6.4,87.6,7.8,79.0,1,Aprovado
1,18,Feminino,Parda,Solteiro,"0,5-1 SM",Sim,Sim,Nao,Publica,Sim,Nao,6.6,91.7,6.9,77.7,1,Em Risco
1,15,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.1,83.8,3.9,55.1,1,Em Risco
1,15,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,8.8,100.0,7.6,86.0,0,Aprovado
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Nao,Sim,4.2,82.4,3.7,27.2,0,Reprovado
3,18,Feminino,Branca,Solteiro,"0,5-1 SM",Sim,Sim,Sim,Publica,Nao,Nao,7.2,82.3,6.6,35.6,0,Em Risco
1,15,Masculino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.1,86.5,5.2,53.1,0,Em Risco
3,21,Masculino,Parda,Solteiro,"0,5-1 SM",Sim,Sim,Nao,Publica,Sim,Nao,4.6,78.0,4.7,47.5,2,Reprovado
1,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,5.5,82.0,5.2,48.0,0,Reprovado
3,17,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,7.1,91.6,6.7,74.8,0,Aprovado
1,16,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,9.2,93.6,8.7,96.4,0,Aprovado
1,15,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Publica,Nao,Nao,4.5,76.2,2.4,44.7,0,Reprovado
2,16,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Privada,Nao,Nao,7.4,97.0,5.2,69.0,0,Aprovado
1,15,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,5.9,84.4,4.5,52.1,1,Em Risco
1,15,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,7.9,90.4,7.0,75.7,0,Aprovado
1,16,Masculino,Preta,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Privada,Nao,Nao,4.2,71.7,7.3,71.8,1,Em Risco
3,17,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,10.0,99.0,5.8,41.8,0,Aprovado
2,16,Masculino,Branca,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,5.6,81.1,4.8,43.1,1,Em Risco
1,19,Feminino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Sim,Sim,7.8,100.0,7.8,80.8,1,Aprovado
2,20,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Sim,5.4,81.9,5.8,70.4,1,Em Risco
3,17,Masculino,Parda,Solteiro,Acima de 1 SM,Sim,Sim,Sim,Publica,Nao,Nao,5.5,73.9,5.0,47.2,1,Reprovado
1,15,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,6.8,93.0,6.7,89.4,1,Aprovado
2,16,Masculino,Parda,Solteiro,"0,5-1 SM",Sim,Sim,Nao,Publica,Nao,Nao,7.3,83.5,6.1,50.9,0,Em Risco
1,15,Masculino,Preta,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,4.8,76.4,6.4,77.3,0,Em Risco
1,15,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,6.9,83.8,7.3,79.1,1,Aprovado
2,16,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,6.4,72.0,6.4,68.9,0,Reprovado
1,15,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,7.8,90.5,6.1,73.2,0,Aprovado
2,16,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.5,92.3,6.2,80.4,0,Aprovado
2,18,Masculino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Sim,Nao,5.7,79.0,4.9,62.5,1,Em Risco
1,18,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Nao,4.0,61.6,4.2,54.0,1,Reprovado
2,16,Masculino,Preta,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Nao,Nao,7.1,86.7,5.9,71.8,1,Aprovado
1,15,Feminino,Parda,Solteiro,Acima de 1 SM,Sim,Sim,Nao,Publica,Nao,Nao,7.1,81.0,4.6,45.4,0,Aprovado
3,22,Masculino,Preta,Outro,"0,5-1 SM",Nao,Sim,Nao,Publica,Sim,Nao,6.8,67.4,5.8,46.2,1,Reprovado
2,18,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Nao,Publica,Sim,Nao,6.7,83.4,4.4,45.9,1,Em Risco
3,17,Feminino,Outra,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,8.2,94.9,6.4,63.8,0,Aprovado
2,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Nao,Sim,8.6,97.3,9.8,95.6,0,Aprovado
1,15,Feminino,Parda,Solteiro,"0,5-1 SM",Sim,Sim,Nao,Publica,Nao,Nao,3.6,80.5,4.0,64.8,0,Reprovado
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,3.0,81.1,4.3,68.5,1,Reprovado
3,18,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,8.2,99.6,7.5,79.9,0,Aprovado
2,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,4.7,80.1,4.9,61.3,0,Em Risco
3,17,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Privada,Nao,Nao,5.5,89.1,6.1,77.6,2,Em Risco
3,18,Masculino,Branca,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Privada,Nao,Sim,5.8,90.0,4.6,36.7,0,Em Risco
1,15,Feminino,Branca,Casado/Uniao,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,4.3,70.3,4.5,35.9,1,Reprovado
1,15,Masculino,Parda,Solteiro,"0,5-1 SM",Sim,Sim,Nao,Publica,Nao,Nao,5.5,82.8,4.0,52.4,0,Reprovado
2,18,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Sim,4.2,82.5,3.1,58.7,1,Reprovado
2,16,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,6.5,92.7,4.7,63.9,1,Em Risco
3,18,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.8,85.7,6.4,66.4,0,Aprovado
3,18,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.0,82.5,6.3,83.2,0,Aprovado
1,15,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,6.3,79.0,6.0,74.6,0,Em Risco
1,15,Masculino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Publica,Nao,Sim,7.1,94.1,6.9,69.4,0,Aprovado
3,20,Feminino,Preta,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Sim,Nao,7.8,77.0,5.8,60.2,1,Reprovado
1,15,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,8.5,73.5,5.1,27.1,0,Reprovado
3,17,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.2,89.4,5.4,64.2,0,Em Risco
